dex_no,name_en,generation,forms,category,height_m,weight_kg,hatch_time,name_fr,name_es,name_de,name_it,has_gender,female_percent,male_percent,is_breedable,catch_rate,leveling_rate,pokedex_colour,base_friendship,base_hp,base_atk,base_def,base_spatk,base_spdef,base_speed,base_experience_yield,egg_group_0,egg_group_1,type_0,type_1,ev_yield_hp,ev_yield_attack,ev_yield_defense,ev_yield_special_attack,ev_yield_special_defense,ev_yield_speed,description_violet,ability_0,ability_1,hidden_ability,is_legendary,is_mythical,is_part_of_evolution,stage,evolution_level,bulbapedia_link
200,Misdreavus,2,1,Screech Pokemon,0.7,1,25,Feuforêve,Misdreavus,Traunfugil,Misdreavus,TRUE,50,50,TRUE,45,Fast,Gray,35,60,60,60,85,85,85,87,Amorphous,,Ghost,,0,0,0,0,1,0,"It loves to bite and yank people's hair from behind without warning, just to see their shocked reactions.",Levitate,,,FALSE,FALSE,TRUE,basic,,https://bulbapedia.bulbagarden.net/wiki/Misdreavus_(Pok%C3%A9mon)
201,Unown,2,1,Symbol Pokemon,0.5,5,40,Zarbi,Unown,Icognito,Unown,FALSE,0,0,FALSE,225,Medium Fast,Black,70,48,72,48,72,48,48,118,No Eggs Discovered,,Psychic,,0,1,0,1,0,0,,Levitate,,,FALSE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Unown_(Pok%C3%A9mon)
202,Wobbuffet,2,1,Patient Pokemon,1.3,28.5,20,Qulbutoke,Wobbuffet,Woingenau,Wobbuffet,TRUE,50,50,TRUE,45,Medium Fast,Blue,70,190,33,58,33,58,33,142,Amorphous,,Psychic,,2,0,0,0,0,0,,Shadow Tag,,Telepathy,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Wobbuffet_(Pok%C3%A9mon)
203,Girafarig,2,1,Long Neck Pokemon,1.5,41.5,20,Girafarig,Girafarig,Girafarig,Girafarig,TRUE,50,50,TRUE,60,Medium Fast,Yellow,70,70,80,65,90,65,85,159,Field,,Normal,Psychic,0,0,0,2,0,0,Girafarig's tail has a small head. It instinctively bites at any foe that approaches the Pokemon from behind.,Inner Focus,Early Bird,Sap Sipper,FALSE,FALSE,TRUE,basic,,https://bulbapedia.bulbagarden.net/wiki/Girafarig_(Pok%C3%A9mon)
204,Pineco,2,1,Bagworm Pokemon,0.6,7.2,20,Pomdepik,Pineco,Tannza,Pineco,TRUE,50,50,TRUE,190,Medium Fast,Gray,70,50,65,90,35,35,15,58,Bug,,Bug,,0,0,1,0,0,0,It spits out a fluid that it uses to glue tree bark to its body. The fluid hardens when it touches air.,Sturdy,,Overcoat,FALSE,FALSE,TRUE,basic,31,https://bulbapedia.bulbagarden.net/wiki/Pineco_(Pok%C3%A9mon)
205,Forretress,2,1,Bagworm Pokemon,1.2,125.8,20,Foretress,Forretress,Forstellka,Forretress,TRUE,50,50,TRUE,75,Medium Fast,Purple,70,75,90,140,60,60,40,163,Bug,,Bug,Steel,0,0,2,0,0,0,Its entire body is shielded by a steel-hard shell. What lurks inside this shell is a total mystery.,Sturdy,,Overcoat,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Forretress_(Pok%C3%A9mon)
206,Dunsparce,2,1,Land Snake Pokemon,1.5,14,20,Insolourdo,Dunsparce,Dummisel,Dunsparce,TRUE,50,50,TRUE,190,Medium Fast,Yellow,70,100,70,70,65,65,45,145,Field,,Normal,,1,0,0,0,0,0,"If spotted, it escapes by burrowing with its tail. It can float just slightly using its wings.",Serene Grace,Run Away,Rattled,FALSE,FALSE,TRUE,basic,,https://bulbapedia.bulbagarden.net/wiki/Dunsparce_(Pok%C3%A9mon)
207,Gligar,2,1,Fly Scorpion Pokemon,1.1,64.8,20,Scorplane,Gligar,Skorgla,Gligar,TRUE,50,50,TRUE,60,Medium Slow,Purple,70,65,75,105,35,65,85,86,Bug,,Ground,Flying,0,0,1,0,0,0,"It glides as if sliding. It startles foes by clamping on to their faces, then jabs with its poison stinger.",Hyper Cutter,Sand Veil,Immunity,FALSE,FALSE,TRUE,basic,,https://bulbapedia.bulbagarden.net/wiki/Gligar_(Pok%C3%A9mon)
208,Steelix,2,1,Iron Snake Pokemon,9.2,400,25,Steelix,Steelix,Stahlos,Steelix,TRUE,50,50,TRUE,25,Medium Fast,Gray,70,75,85,200,55,65,30,179,Mineral,,Steel,Ground,0,0,2,0,0,0,,Rock Head,Sturdy,Sheer Force,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Steelix_(Pok%C3%A9mon)
209,Snubbull,2,1,Fairy Pokemon,0.6,7.8,20,Snubbull,Snubbull,Snubbull,Snubbull,TRUE,75,25,TRUE,190,Fast,Pink,70,60,80,50,40,40,30,60,Field,Fairy,Fairy,,0,1,0,0,0,0,Its growls make its opponents uneasy. This laid-back Pokemon tends to sleep half the day.,Intimidate,Run Away,Rattled,FALSE,FALSE,TRUE,basic,23,https://bulbapedia.bulbagarden.net/wiki/Snubbull_(Pok%C3%A9mon)
210,Granbull,2,1,Fairy Pokemon,1.4,48.7,20,Granbull,Granbull,Granbull,Granbull,TRUE,75,25,TRUE,75,Fast,Purple,70,90,120,75,60,60,45,158,Field,Fairy,Fairy,,0,2,0,0,0,0,It can make most any Pokemon run away by opening its big mouth to reveal its thick fangs.,Intimidate,Quick Feet,Rattled,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Granbull_(Pok%C3%A9mon)
211,Qwilfish,2,2,Balloon Pokemon,0.5,3.9,20,Qwilfish,Qwilfish,Baldorfish,Qwilfish,TRUE,50,50,TRUE,45,Medium Fast,Gray,70,65,95,75,55,55,85,88,Water 2,,Water,Poison,0,1,0,0,0,0,Experienced fishers say they try to catch Qwilfish in the brief moment that these Pokemon become defenseless just after launching poisonous spikes.,Poison Point,Swift Swim,Intimidate,FALSE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Qwilfish_(Pok%C3%A9mon)
212,Scizor,2,1,Pincer Pokemon,1.8,118,25,Cizayox,Scizor,Scherox,Scizor,TRUE,50,50,TRUE,25,Medium Fast,Red,70,70,130,100,55,80,65,175,Bug,,Bug,Steel,0,2,0,0,0,0,It swings its eye-patterned pincers up to scare its foes. This makes it look like it has three heads.,Swarm,Technician,Light Metal,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Scizor_(Pok%C3%A9mon)
213,Shuckle,2,1,Mold Pokemon,0.6,20.5,20,Caratroc,Shuckle,Pottrott,Shuckle,TRUE,50,50,TRUE,190,Medium Slow,Yellow,70,20,10,230,10,230,5,177,Bug,,Bug,Rock,0,0,1,0,1,0,,Sturdy,Gluttony,Contrary,FALSE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Shuckle_(Pok%C3%A9mon)
214,Heracross,2,1,Single Horn Pokemon,1.5,54,25,Scarhino,Heracross,Skaraborn,Heracross,TRUE,50,50,TRUE,45,Slow,Blue,70,80,125,75,40,95,85,175,Bug,,Bug,Fighting,0,2,0,0,0,0,"With its herculean powers, it can easily throw around an object that is 100 times its own weight.",Swarm,Guts,Moxie,FALSE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Heracross_(Pok%C3%A9mon)
215,Sneasel,2,2,Sharp Claw Pokemon,0.9,28,20,Farfuret,Sneasel,Sniebel,Sneasel,TRUE,50,50,TRUE,60,Medium Slow,Black,35,55,95,55,35,75,115,86,Field,,Dark,Ice,0,0,0,0,0,1,This is a smart and sneaky Pokemon. A pair may work together to steal eggs by having one lure the parents away.,Inner Focus,Keen Eye,Pickpocket,FALSE,FALSE,TRUE,basic,,https://bulbapedia.bulbagarden.net/wiki/Sneasel_(Pok%C3%A9mon)
216,Teddiursa,2,1,Little Bear Pokemon,0.6,8.8,20,Teddiursa,Teddiursa,Teddiursa,Teddiursa,TRUE,50,50,TRUE,120,Medium Fast,Brown,70,60,80,50,50,50,40,66,Field,,Normal,,0,1,0,0,0,0,"Its paws are soaked in oodles of honey. When nervous, Teddiursa will lick its paws and soon have a smile back on its face.",Pickup,Quick Feet,Honey Gather,FALSE,FALSE,TRUE,basic,30,https://bulbapedia.bulbagarden.net/wiki/Teddiursa_(Pok%C3%A9mon)
217,Ursaring,2,1,Hibernator Pokemon,1.8,125.8,20,Ursaring,Ursaring,Ursaring,Ursaring,TRUE,50,50,TRUE,60,Medium Fast,Brown,70,90,130,75,75,75,55,175,Field,,Normal,,0,2,0,0,0,0,"It is quite skilled at climbing trees. If it comes across aPrimeapewhile searching for berries in the treetops, trouble will surely ensue.",Guts,Quick Feet,Unnerve,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Ursaring_(Pok%C3%A9mon)
218,Slugma,2,1,Lava Pokemon,0.7,35,20,Limagma,Slugma,Schneckmag,Slugma,TRUE,50,50,TRUE,190,Medium Fast,Red,70,40,40,40,70,40,20,50,Amorphous,,Fire,,0,0,0,1,0,0,"It's said that in ancient times, when volcanoes were more active, there were many more Slugma than there are now.",Magma Armor,Flame Body,Weak Armor,FALSE,FALSE,TRUE,basic,38,https://bulbapedia.bulbagarden.net/wiki/Slugma_(Pok%C3%A9mon)
219,Magcargo,2,1,Lava Pokemon,0.8,55,20,Volcaropod,Magcargo,Magcargo,Magcargo,TRUE,50,50,TRUE,75,Medium Fast,Red,70,50,50,120,80,80,30,151,Amorphous,,Fire,Rock,0,0,2,0,0,0,"According to folklore, a sudden increase in the wild Magcargo population heralds a volcanic eruption.",Magma Armor,Flame Body,Weak Armor,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Magcargo_(Pok%C3%A9mon)
220,Swinub,2,1,Pig Pokemon,0.4,6.5,20,Marcacrin,Swinub,Quiekel,Swinub,TRUE,50,50,TRUE,225,Slow,Brown,70,50,50,40,30,30,50,50,Field,,Ice,Ground,0,1,0,0,0,0,"It rubs its snout against the ground, digging through the soil as it searches for food. Sometimes it digs up hot springs.",Oblivious,Snow Cloak,Thick Fat,FALSE,FALSE,TRUE,basic,33,https://bulbapedia.bulbagarden.net/wiki/Swinub_(Pok%C3%A9mon)
221,Piloswine,2,1,Swine Pokemon,1.1,55.8,20,Cochignon,Piloswine,Keifel,Piloswine,TRUE,50,50,TRUE,75,Slow,Brown,70,100,100,80,60,60,50,158,Field,,Ice,Ground,1,1,0,0,0,0,"Because the long hair all over its body obscures its sight, it just keeps charging repeatedly.",Oblivious,Snow Cloak,Thick Fat,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Piloswine_(Pok%C3%A9mon)
222,Corsola,2,2,Coral Pokemon,0.6,5,20,Corayon,Corsola,Corasonn,Corsola,TRUE,75,25,TRUE,60,Fast,Pink,70,55,55,85,65,85,35,144,Water 1,Water 3,Water,Rock,0,0,1,0,1,0,,Hustle,Natural Cure,Regenerator,FALSE,FALSE,FALSE,basic,38,https://bulbapedia.bulbagarden.net/wiki/Corsola_(Pok%C3%A9mon)
223,Remoraid,2,1,Jet Pokemon,0.6,12,20,Remoraid,Remoraid,Remoraid,Remoraid,TRUE,50,50,TRUE,190,Medium Fast,Gray,70,35,65,35,65,35,65,60,Water 1,Water 2,Water,,0,0,0,1,0,0,,Hustle,Sniper,Moody,FALSE,FALSE,TRUE,basic,25,https://bulbapedia.bulbagarden.net/wiki/Remoraid_(Pok%C3%A9mon)
224,Octillery,2,1,Jet Pokemon,0.9,28.5,20,Octillery,Octillery,Octillery,Octillery,TRUE,50,50,TRUE,75,Medium Fast,Red,70,75,105,75,105,75,45,168,Water 1,Water 2,Water,,0,1,0,1,0,0,,Suction Cups,Sniper,Moody,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Octillery_(Pok%C3%A9mon)
225,Delibird,2,1,Delivery Pokemon,0.9,16,20,Cadoizo,Delibird,Botogel,Delibird,TRUE,50,50,TRUE,45,Fast,Red,70,45,55,45,65,45,75,116,Water 1,Field,Ice,Flying,0,0,0,0,0,1,"It always carries its food with it, wherever it goes. If attacked, it throws its food at the opponent.",Vital Spirit,Hustle,Insomnia,FALSE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Delibird_(Pok%C3%A9mon)
226,Mantine,2,1,Kite Pokemon,2.1,220,25,Demanta,Mantine,Mantax,Mantine,TRUE,50,50,TRUE,25,Slow,Purple,70,65,40,70,80,140,70,170,Water 1,,Water,Flying,0,0,0,0,2,0,,Swift Swim,Water Absorb,Water Veil,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Mantine_(Pok%C3%A9mon)
227,Skarmory,2,1,Armor Bird Pokemon,1.7,50.5,25,Airmure,Skarmory,Panzaeron,Skarmory,TRUE,50,50,TRUE,25,Slow,Gray,70,65,80,140,40,70,70,163,Flying,,Steel,Flying,0,0,2,0,0,0,"Since the feathers that it sheds are thin and sharp, people apparently once used them as swords.",Keen Eye,Sturdy,Weak Armor,FALSE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Skarmory_(Pok%C3%A9mon)
228,Houndour,2,1,Dark Pokemon,0.6,10.8,20,Malosse,Houndour,Hunduster,Houndour,TRUE,50,50,TRUE,120,Slow,Black,35,45,60,30,80,50,65,66,Field,,Dark,Fire,0,0,0,1,0,0,It uses different kinds of cries for communicating with others of its kind and for pursuing its prey.,Early Bird,Flash Fire,Unnerve,FALSE,FALSE,TRUE,basic,24,https://bulbapedia.bulbagarden.net/wiki/Houndour_(Pok%C3%A9mon)
229,Houndoom,2,1,Dark Pokemon,1.4,35,20,Demolosse,Houndoom,Hundemon,Houndoom,TRUE,50,50,TRUE,45,Slow,Black,35,75,90,50,110,80,95,175,Field,,Dark,Fire,0,0,0,2,0,0,"Upon hearing its eerie howls, other Pokemon get the shivers and head straight back to their nests.",Early Bird,Flash Fire,Unnerve,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Houndoom_(Pok%C3%A9mon)
230,Kingdra,2,1,Dragon Pokemon,1.8,152,20,Hyporoi,Kingdra,Seedraking,Kingdra,TRUE,50,50,TRUE,45,Medium Fast,Blue,70,75,95,95,95,95,85,243,Water 1,Dragon,Water,Dragon,0,1,0,1,1,0,This Pokemon is said to sleep at the bottom of the sea-deeper than any other life-form can descend-building its energy.,Swift Swim,Sniper,Damp,FALSE,FALSE,TRUE,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Kingdra_(Pok%C3%A9mon)
231,Phanpy,2,1,Long Nose Pokemon,0.5,33.5,20,Phanpy,Phanpy,Phanpy,Phanpy,TRUE,50,50,TRUE,120,Medium Fast,Blue,70,90,60,60,40,40,40,66,Field,,Ground,,1,0,0,0,0,0,"It is far stronger than it appears. If a Phanpy is swinging its trunk around and your arm gets hit by it, your arm bone will shatter.",Pickup,,Sand Veil,FALSE,FALSE,TRUE,basic,25,https://bulbapedia.bulbagarden.net/wiki/Phanpy_(Pok%C3%A9mon)
232,Donphan,2,1,Armor Pokemon,1.1,120,20,Donphan,Donphan,Donphan,Donphan,TRUE,50,50,TRUE,60,Medium Fast,Gray,70,90,120,120,60,60,50,175,Field,,Ground,,0,1,1,0,0,0,"Donphan is normally a calm Pokemon, but once it is enraged, it will curl its body into a ball and charge at you while rolling.",Sturdy,,Sand Veil,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Donphan_(Pok%C3%A9mon)
233,Porygon2,2,1,Virtual Pokemon,0.6,32.5,20,Porygon2,Porygon2,Porygon2,Porygon2,FALSE,0,0,TRUE,45,Medium Fast,Red,70,85,80,90,105,95,60,180,Mineral,,Normal,,0,0,0,2,0,0,"Porygon was upgraded to become capable of planetary development. However, this upgraded version cannot even fly yet.",Trace,Download,Analytic,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Porygon2_(Pok%C3%A9mon)
234,Stantler,2,1,Big Horn Pokemon,1.4,71.2,20,Cerfrousse,Stantler,Damhirplex,Stantler,TRUE,50,50,TRUE,45,Slow,Brown,70,73,95,62,85,65,85,163,Field,,Normal,,0,1,0,0,0,0,"It's said that this Pokemon used to be stronger long ago when it had many enemies, and that it was even able toevolveunder its own power.",Intimidate,Frisk,Sap Sipper,FALSE,FALSE,TRUE,basic,,https://bulbapedia.bulbagarden.net/wiki/Stantler_(Pok%C3%A9mon)
235,Smeargle,2,1,Painter Pokemon,1.2,58,20,Queulorior,Smeargle,Farbeagle,Smeargle,TRUE,50,50,TRUE,45,Fast,White,70,55,20,35,20,45,75,88,Field,,Normal,,0,0,0,0,0,1,The color of the mysterious fluid secreted from the tip of the tail is predetermined for each Smeargle.,Own Tempo,Technician,Moody,FALSE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Smeargle_(Pok%C3%A9mon)
236,Tyrogue,2,1,Scuffle Pokemon,0.7,21,25,Debugant,Tyrogue,Rabauz,Tyrogue,TRUE,0,100,TRUE,75,Medium Fast,Purple,70,35,35,35,35,35,35,42,No Eggs Discovered,,Fighting,,0,1,0,0,0,0,Its intense desire to become stronger and stronger drives it to recklessly train its body and challenge any opponent it can find to battle.,Guts,Steadfast,Vital Spirit,FALSE,FALSE,TRUE,basic,20,https://bulbapedia.bulbagarden.net/wiki/Tyrogue_(Pok%C3%A9mon)
237,Hitmontop,2,1,Handstand Pokemon,1.4,48,25,Kapoera,Hitmontop,Kapoera,Hitmontop,TRUE,0,100,TRUE,45,Medium Fast,Brown,70,50,95,95,35,110,70,159,Human-Like,,Fighting,,0,0,0,0,2,0,It spins on its horn while dealing out elegant kicks. Its horn grows continuously through its lifetime.,Intimidate,Technician,Steadfast,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Hitmontop_(Pok%C3%A9mon)
238,Smoochum,2,1,Kiss Pokemon,0.4,6,25,Lippouti,Smoochum,Kussilla,Smoochum,TRUE,100,0,TRUE,45,Medium Fast,Pink,70,45,30,15,85,65,65,61,No Eggs Discovered,,Ice,Psychic,0,0,0,1,0,0,,Oblivious,Forewarn,Hydration,FALSE,FALSE,TRUE,basic,30,https://bulbapedia.bulbagarden.net/wiki/Smoochum_(Pok%C3%A9mon)
239,Elekid,2,1,Electric Pokemon,0.6,23.5,25,elekid,Elekid,Elekid,Elekid,TRUE,25,75,TRUE,45,Medium Fast,Yellow,70,45,63,37,65,55,95,72,No Eggs Discovered,,Electric,,0,0,0,0,0,1,"It rotates its arms to generate electricity, but it tires easily, so it only charges up a little bit.",Static,,Vital Spirit,FALSE,FALSE,TRUE,basic,30,https://bulbapedia.bulbagarden.net/wiki/Elekid_(Pok%C3%A9mon)
240,Magby,2,1,Live Coal Pokemon,0.7,21.4,25,Magby,Magby,Magby,Magby,TRUE,25,75,TRUE,45,Medium Fast,Red,70,45,75,37,70,55,83,73,No Eggs Discovered,,Fire,,0,0,0,0,0,1,"Magma-like blood circulates throughout this Pokemon's body, raising its body temperature as high as1,100 degrees Fahrenheit.",Flame Body,,Vital Spirit,FALSE,FALSE,TRUE,basic,30,https://bulbapedia.bulbagarden.net/wiki/Magby_(Pok%C3%A9mon)
241,Miltank,2,1,Milk Cow Pokemon,1.2,75.5,20,ecremeuh,Miltank,Miltank,Miltank,TRUE,100,0,TRUE,45,Slow,Pink,70,95,80,105,40,70,100,172,Field,,Normal,,0,0,2,0,0,0,,Thick Fat,Scrappy,Sap Sipper,FALSE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Miltank_(Pok%C3%A9mon)
242,Blissey,2,1,Happiness Pokemon,1.5,46.8,40,Leuphorie,Blissey,Heiteira,Blissey,TRUE,100,0,TRUE,30,Fast,Pink,140,255,10,10,75,135,55,608,Fairy,,Normal,,3,0,0,0,0,0,The eggs it lays are filled with happiness. Eating even one bite will bring a smile to anyone.,Natural Cure,Serene Grace,Healer,FALSE,FALSE,TRUE,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Blissey_(Pok%C3%A9mon)
243,Raikou,2,1,Thunder Pokemon,1.9,178,80,Raikou,Raikou,Raikou,Raikou,FALSE,0,0,FALSE,3,Slow,Yellow,35,90,85,75,115,100,115,261,No Eggs Discovered,,Electric,,0,0,0,1,0,2,,Pressure,,Inner Focus,TRUE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Raikou_(Pok%C3%A9mon)
244,Entei,2,1,Volcano Pokemon,2.1,198,80,Entei,Entei,Entei,Entei,FALSE,0,0,FALSE,3,Slow,Brown,35,115,115,85,90,75,100,261,No Eggs Discovered,,Fire,,1,2,0,0,0,0,,Pressure,,Inner Focus,TRUE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Entei_(Pok%C3%A9mon)
245,Suicune,2,1,Aurora Pokemon,2,187,80,Suicune,Suicune,Suicune,Suicune,FALSE,0,0,FALSE,3,Slow,Blue,35,100,75,115,90,115,85,261,No Eggs Discovered,,Water,,0,0,1,0,2,0,,Pressure,,Inner Focus,TRUE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Suicune_(Pok%C3%A9mon)
246,Larvitar,2,1,Rock Skin Pokemon,0.6,72,40,Embrylex,Larvitar,Larvitar,Larvitar,TRUE,50,50,TRUE,45,Slow,Green,35,50,64,50,45,50,41,60,Monster,,Rock,Ground,0,1,0,0,0,0,It is born deep underground. It can't emerge until it has entirely consumed the soil around it.,Guts,,Sand Veil,FALSE,FALSE,TRUE,basic,30,https://bulbapedia.bulbagarden.net/wiki/Larvitar_(Pok%C3%A9mon)
247,Pupitar,2,1,Hard Shell Pokemon,1.2,152,40,Ymphect,Pupitar,Pupitar,Pupitar,TRUE,50,50,TRUE,45,Slow,Gray,35,70,84,70,65,70,51,144,Monster,,Rock,Ground,0,2,0,0,0,0,"Its shell is as hard as bedrock, and it is also very strong. Its thrashing can topple a mountain.",Shed Skin,,,FALSE,FALSE,TRUE,stage 1,55,https://bulbapedia.bulbagarden.net/wiki/Pupitar_(Pok%C3%A9mon)
248,Tyranitar,2,1,Armor Pokemon,2,202,40,Tyranocif,Tyranitar,Despotar,Tyranitar,TRUE,50,50,TRUE,45,Slow,Green,35,100,134,110,95,100,61,270,Monster,,Rock,Dark,0,3,0,0,0,0,"In just one of its mighty hands, it has the power to make the ground shake and mountains crumble.",Sand Stream,,Unnerve,FALSE,FALSE,TRUE,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Tyranitar_(Pok%C3%A9mon)
249,Lugia,2,1,Diving Pokemon,5.2,216,120,Lugia,Lugia,Lugia,Lugia,FALSE,0,0,FALSE,3,Slow,White,0,106,90,130,90,154,110,306,No Eggs Discovered,,Psychic,Flying,0,0,0,0,3,0,,Pressure,,Multiscale,TRUE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Lugia_(Pok%C3%A9mon)
250,Ho-Oh,2,1,Rainbow Pokemon,3.8,199,120,Ho-Oh,Ho-Oh,Ho-Oh,Ho-Oh,FALSE,0,0,FALSE,3,Slow,Red,0,106,130,90,110,154,90,306,No Eggs Discovered,,Fire,Flying,0,0,0,0,3,0,,Pressure,,Regenerator,TRUE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Ho-Oh_(Pok%C3%A9mon)
251,Celebi,2,1,Time Travel Pokemon,0.6,5,120,Celebi,Celebi,Celebi,Celebi,FALSE,0,0,FALSE,45,Medium Slow,Green,100,100,100,100,100,100,100,270,No Eggs Discovered,,Psychic,Grass,3,0,0,0,0,0,,Natural Cure,,,FALSE,TRUE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Celebi_(Pok%C3%A9mon)
252,Treecko,3,1,Wood Gecko Pokemon,0.5,5,20,Arcko,Treecko,Geckarbor,Treecko,TRUE,12.5,87.5,TRUE,45,Medium Slow,Green,70,40,45,35,65,55,70,62,Monster,Dragon,Grass,,0,0,0,0,0,1,Treecko can quickly scale even vertical surfaces. It senses humidity with its tail to predict the next day's weather.,Overgrow,,Unburden,FALSE,FALSE,TRUE,basic,16,https://bulbapedia.bulbagarden.net/wiki/Treecko_(Pok%C3%A9mon)
253,Grovyle,3,1,Wood Gecko Pokemon,0.9,21.6,20,Massko,Grovyle,Reptain,Grovyle,TRUE,12.5,87.5,TRUE,45,Medium Slow,Green,70,50,65,45,85,65,95,142,Monster,Dragon,Grass,,0,0,0,0,0,2,"Grovyle leaps from branch to branch in large trees, moving with ease. It propels itself with astounding speed and force.",Overgrow,,Unburden,FALSE,FALSE,TRUE,stage 1,36,https://bulbapedia.bulbagarden.net/wiki/Grovyle_(Pok%C3%A9mon)
254,Sceptile,3,1,Forest Pokemon,1.7,52.2,20,Jungko,Sceptile,Gewaldro,Sceptile,TRUE,12.5,87.5,TRUE,45,Medium Slow,Green,70,70,85,65,105,85,120,239,Monster,Dragon,Grass,,0,0,0,0,0,3,The leaves on its arms are as sharp as swords. It agilely leaps about the branches of trees to strike its enemies.,Overgrow,,Unburden,FALSE,FALSE,TRUE,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Sceptile_(Pok%C3%A9mon)
255,Torchic,3,1,Chick Pokemon,0.4,2.5,20,Poussifeu,Torchic,Flemmli,Torchic,TRUE,12.5,87.5,TRUE,45,Medium Slow,Red,70,45,60,40,70,50,45,62,Field,,Fire,,0,0,0,1,0,0,"In its belly, it has a sac filled with burning fire, meaning that Torchic feels as warm as a hot-water bottle if you hug it.",Blaze,,Speed Boost,FALSE,FALSE,TRUE,basic,16,https://bulbapedia.bulbagarden.net/wiki/Torchic_(Pok%C3%A9mon)
256,Combusken,3,1,Young Fowl Pokemon,0.9,19.5,20,Galifeu,Combusken,Jungglut,Combusken,TRUE,12.5,87.5,TRUE,45,Medium Slow,Red,70,60,85,60,85,60,55,142,Field,,Fire,Fighting,0,1,0,1,0,0,"When it enters battle, the flame inside its body burns stronger. Its kicks have outstanding destructive power.",Blaze,,Speed Boost,FALSE,FALSE,TRUE,stage 1,36,https://bulbapedia.bulbagarden.net/wiki/Combusken_(Pok%C3%A9mon)
257,Blaziken,3,1,Blaze Pokemon,1.9,52,20,Brasegali,Blaziken,Lohgock,Blaziken,TRUE,12.5,87.5,TRUE,45,Medium Slow,Red,70,80,120,70,110,70,80,239,Field,,Fire,Fighting,0,3,0,0,0,0,"It can jump powerfully, clearing a 30-story building in a single leap. Its flaming punches scorch its opponents.",Blaze,,Speed Boost,FALSE,FALSE,TRUE,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Blaziken_(Pok%C3%A9mon)
258,Mudkip,3,1,Mud Fish Pokemon,0.4,7.6,20,Gobou,Mudkip,Hydropi,Mudkip,TRUE,12.5,87.5,TRUE,45,Medium Slow,Blue,70,50,70,50,50,50,40,62,Monster,Water 1,Water,,0,1,0,0,0,0,"When it uses its large tail fin, it picks up speed rapidly in the water. It is strong in spite of its small size.",Torrent,,Damp,FALSE,FALSE,TRUE,basic,16,https://bulbapedia.bulbagarden.net/wiki/Mudkip_(Pok%C3%A9mon)
259,Marshtomp,3,1,Mud Fish Pokemon,0.7,28,20,Flobio,Marshtomp,Moorabbel,Marshtomp,TRUE,12.5,87.5,TRUE,45,Medium Slow,Blue,70,70,85,70,60,70,50,142,Monster,Water 1,Water,Ground,0,2,0,0,0,0,It is at its best when on muddy ground that offers poor footing. It quickly overwhelms opponents that are bogged down and unable to move.,Torrent,,Damp,FALSE,FALSE,TRUE,stage 1,36,https://bulbapedia.bulbagarden.net/wiki/Marshtomp_(Pok%C3%A9mon)
